Metropolitan,Gender,Family_num,Elder_Household,GrandChild_Household,Single_Household,Multi_Household,Disability_status,Master_EduCode,Master_WithLive,Master_IndustryCode,Manster_Jobcode,Master_Age,Master_EmpCode,Master_MarriCode,Tenancy_Type,Housing_Type,Debt_Holding,Income_code,Assets,Liabilities,Principal_Interest,Spend_Consum,Spend_NonConsum,Master_Retired
1,2,1,1,0,0,0,0,1,1,20,4,5,2,3,2,1,0,2,5700,0,0,1175,121,1
1,1,2,0,0,0,0,0,3,2,3,5,5,1,2,2,4,0,3,13720,0,0,2790,425,1
1,2,1,0,0,0,0,0,3,1,18,2,2,1,1,3,3,0,3,1410,0,110,1210,109,1
0,2,1,1,0,0,0,0,1,1,17,9,5,2,3,1,1,1,2,16800,300,0,1222,27,1
0,1,1,0,0,0,0,0,3,1,3,9,4,1,1,1,3,1,4,17000,9000,178,1466,614,1
0,2,2,1,0,0,0,0,3,2,22,11,5,4,2,1,2,0,3,74588,0,0,2199,164,2
1,1,5,0,0,0,0,0,4,2,10,2,4,1,2,1,2,0,9,96250,0,0,4810,1346,1
1,2,1,1,0,0,0,0,3,1,22,11,5,4,3,1,2,0,1,32050,0,0,1362,67,1
1,1,2,1,0,0,0,0,4,2,22,11,5,4,2,4,2,0,2,6300,0,0,1700,102,2
1,1,4,0,0,0,0,0,4,2,10,2,3,1,2,1,3,0,8,95200,0,0,4870,1622,1
1,2,1,1,0,0,0,0,3,1,22,11,5,4,3,1,2,0,2,104070,0,0,873,121,1
0,2,1,0,0,0,0,0,1,1,22,11,5,4,4,3,1,0,1,330,0,0,985,0,2
0,1,3,0,0,0,0,0,3,2,3,7,3,1,2,1,2,1,4,24321,12440,1022,1455,619,1
0,2,1,0,0,0,0,0,2,1,22,11,5,4,4,1,2,0,1,10950,0,0,551,12,2
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,2,1,1,26850,500,0,1185,166,2
1,2,3,0,0,0,0,0,4,2,16,2,4,3,3,1,2,1,7,120780,1100,0,5060,808,1
1,1,2,1,0,0,0,0,3,2,22,11,5,4,2,3,2,0,3,16660,0,0,2220,230,2
1,1,3,0,0,0,0,0,3,2,6,7,5,1,2,1,3,1,8,48440,30,50,1664,1049,1
1,1,3,0,0,0,0,0,3,2,7,9,4,1,1,1,1,1,6,101100,13000,0,2040,754,1
1,2,1,0,0,0,0,0,4,1,10,3,2,1,1,3,4,0,3,5070,0,0,2346,309,1
1,2,1,0,0,0,0,0,4,1,7,5,2,1,1,3,1,1,2,16360,12000,1105,2270,633,1
0,2,1,0,0,0,0,0,2,1,9,9,5,2,4,1,2,1,3,20500,4000,740,1222,215,1
0,2,2,1,0,0,0,0,1,2,22,11,5,4,2,1,1,0,2,6545,0,0,1090,182,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,3,1,0,1,532,0,0,686,80,2
0,2,1,0,0,0,0,0,3,1,17,4,5,2,4,1,3,0,4,10492,0,0,1733,166,1
0,1,4,0,0,0,0,0,4,2,19,2,3,1,2,1,2,1,5,25260,2376,190,3290,673,1
1,1,4,0,0,0,0,0,3,2,3,8,4,3,2,3,3,0,8,8810,0,0,3727,638,1
1,1,2,0,0,0,0,0,1,2,9,9,4,1,2,3,1,0,7,1900,0,0,2680,893,1
1,1,1,0,0,0,0,0,4,1,12,2,2,3,4,3,4,0,6,81200,0,0,3352,335,1
1,2,1,0,0,0,0,0,4,1,19,4,2,3,1,3,1,1,3,11100,460,0,2884,185,1
1,2,1,0,0,0,0,0,4,1,7,2,2,1,1,2,1,0,4,10500,0,0,1656,508,1
1,2,1,0,0,0,0,0,2,1,12,9,4,1,4,3,1,0,3,13040,0,0,1948,372,1
0,1,2,1,0,0,0,1,3,2,22,11,5,4,2,1,3,0,2,4340,0,0,1402,7,2
0,1,2,0,0,0,0,0,4,2,8,3,1,1,2,2,2,1,7,17820,13000,153,3480,835,1
0,1,5,0,0,0,1,0,2,2,22,11,5,4,2,1,1,1,5,66290,5000,0,3676,1576,2
0,2,1,0,0,0,0,0,2,1,9,4,5,3,4,2,4,1,2,4850,1000,35,1064,169,1
0,2,2,0,0,0,0,0,1,2,22,11,5,4,3,1,1,1,5,12015,3000,0,2138,276,1
0,1,2,1,0,0,0,0,2,2,22,11,5,4,2,3,1,0,2,1800,0,0,970,11,2
1,2,1,0,0,0,0,0,4,1,9,2,1,1,1,3,1,1,3,2950,2000,0,1761,146,1
1,1,3,0,0,0,0,0,4,2,22,11,4,4,2,4,4,0,1,3288,0,0,434,1,1
1,1,3,0,0,0,0,0,3,2,3,3,5,1,2,1,3,1,6,47068,6000,0,4514,561,1
1,1,2,0,0,0,0,0,2,2,22,11,5,4,2,1,3,0,2,35810,0,0,1023,591,2
1,1,2,0,0,0,0,0,4,2,15,4,2,1,2,3,3,0,5,8000,0,0,1280,1033,1
1,2,2,0,0,0,0,0,2,2,20,9,4,2,3,1,2,0,5,68420,0,0,2510,628,1
1,2,1,0,0,0,0,0,3,1,14,4,4,2,1,2,1,0,1,10300,0,0,1366,110,1
1,2,1,0,0,0,0,0,4,1,16,2,3,1,1,2,3,0,4,10140,0,0,1353,297,1
0,1,5,0,0,0,0,1,3,2,3,9,4,1,2,2,1,1,6,7110,1000,836,2880,552,1
0,1,2,1,0,0,0,0,1,2,22,11,5,4,2,1,2,0,2,16080,0,0,1184,14,2
0,1,1,1,0,0,0,1,1,1,22,11,5,4,3,4,2,0,1,200,0,0,714,1,2
0,1,1,1,0,0,0,0,2,1,22,11,5,4,3,1,1,0,1,22000,0,0,760,76,2
1,1,2,1,0,0,0,0,1,2,22,11,5,4,2,1,1,0,2,14900,0,0,1118,31,2
1,2,4,0,0,1,0,0,3,2,19,4,3,2,4,3,3,1,5,819,2134,60,2154,62,1
1,2,1,0,0,0,0,0,3,1,7,5,3,1,1,3,1,0,4,5700,0,0,1610,393,1
1,2,2,1,0,0,0,1,1,2,22,11,5,4,2,1,2,0,1,86100,0,0,2112,435,2
1,2,2,0,0,0,0,0,3,2,19,3,4,1,4,3,1,0,4,5080,0,0,3070,874,1
0,2,2,0,0,0,0,0,2,2,9,9,4,2,4,2,3,1,4,10292,8600,374,1744,216,1
0,1,4,0,0,0,0,0,4,2,10,2,2,3,2,3,1,1,8,9192,5000,315,4536,695,1
0,2,3,0,0,0,0,0,3,2,9,4,3,3,1,1,3,0,4,8500,0,0,2093,25,1
0,2,1,0,0,0,0,0,4,1,7,5,3,2,1,2,1,0,2,8350,0,0,780,61,1
0,2,4,0,0,0,0,0,4,2,9,4,3,3,2,1,2,1,8,105184,5015,1100,5610,874,1
1,1,2,0,0,0,0,0,4,2,13,2,2,1,1,3,2,1,6,38840,11050,80,3878,700,1
1,1,2,1,0,0,0,0,2,2,7,5,5,3,2,1,2,0,4,84940,0,0,1584,431,1
1,1,1,1,0,0,0,0,3,1,22,11,5,4,4,3,2,1,1,1700,58,45,1176,1,2
1,1,3,0,0,0,0,0,3,2,6,7,3,3,2,1,1,0,6,63090,0,0,4191,1706,1
1,1,1,0,0,0,0,0,4,1,22,11,5,4,4,3,1,0,2,2300,0,0,1341,51,1
1,1,3,0,0,0,0,1,1,2,22,11,5,4,2,1,2,0,7,87755,0,0,2380,797,2
1,2,5,0,0,0,1,0,3,2,3,7,4,1,2,3,3,1,5,6324,1300,420,4597,812,1
1,2,3,0,0,0,0,0,3,2,22,11,4,4,4,3,2,1,6,31704,11200,1000,4800,1060,1
1,1,2,1,0,0,0,0,4,2,22,11,5,4,2,1,2,0,4,90850,0,0,1900,90,2
0,1,3,0,0,0,0,0,1,2,22,11,5,4,2,1,2,1,5,31377,1202,90,2520,236,2
0,2,1,1,0,0,0,0,1,1,22,11,5,4,4,3,2,0,1,270,0,0,627,0,2
0,1,1,1,0,0,0,0,2,1,16,8,5,3,3,2,1,1,2,6264,1000,33,964,69,1
1,1,1,0,0,0,0,0,4,1,3,9,2,1,1,3,2,1,3,9976,2060,594,2414,387,1
1,2,1,0,0,0,0,0,3,1,7,3,2,1,1,3,4,0,3,1100,0,0,2596,166,1
1,2,1,1,0,0,0,0,1,1,22,11,5,4,4,3,1,0,1,670,0,0,697,0,2
1,2,1,1,0,0,0,0,3,1,22,11,5,4,3,3,1,0,1,150,0,51,775,16,2
1,2,3,0,0,0,0,0,3,2,7,5,4,1,4,3,1,0,9,9900,0,0,3840,1089,1
0,2,1,0,0,0,0,0,4,1,13,2,2,1,1,3,2,1,2,1044,270,57,2400,168,1
0,2,1,0,0,0,0,0,4,1,7,5,1,2,1,3,2,0,3,720,0,0,2164,233,1
0,1,1,1,0,0,0,0,4,1,8,9,5,1,4,3,3,1,3,650,632,210,1682,194,1
0,1,4,0,0,0,0,0,4,2,10,2,4,1,2,1,2,0,2,53130,0,0,4434,417,1
0,1,4,0,0,0,0,0,3,2,3,8,3,1,2,2,2,1,7,26926,10550,430,4248,1023,1
0,2,1,1,0,0,0,1,3,1,22,11,5,4,3,1,2,0,1,45050,0,0,1775,128,2
0,2,1,0,0,0,0,0,4,1,17,2,2,1,1,3,4,0,3,2080,0,0,1780,247,1
1,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,2,0,2,75300,0,0,1560,47,2
1,2,1,0,0,0,0,0,4,1,17,2,1,1,1,3,1,0,3,5200,0,0,2016,271,1
1,2,1,0,0,0,0,0,3,1,9,4,5,2,3,3,1,0,2,10,0,0,1014,15,1
0,1,1,0,0,0,0,0,4,1,6,9,4,2,4,3,4,1,3,720,1000,300,1688,11,1
0,1,2,0,0,0,0,0,1,2,3,7,5,3,2,1,3,1,7,40844,1012,200,3158,807,1
0,1,1,0,0,0,0,0,4,1,7,3,2,1,1,3,1,1,1,560,4552,1188,1140,378,1
0,1,4,0,0,0,0,0,4,2,13,2,3,1,2,1,2,1,3,57174,1300,162,3800,648,1
0,2,1,0,0,0,0,0,3,1,22,11,3,4,1,3,1,1,2,756,2530,660,1210,535,1
1,1,1,0,0,0,0,0,3,1,11,3,1,1,1,3,1,0,6,52100,0,0,3058,841,1
1,1,3,0,0,0,0,0,2,2,6,7,5,3,2,3,1,0,5,27760,0,0,2644,177,1
1,1,3,0,0,0,0,0,3,2,7,8,2,1,2,4,1,0,4,3610,0,0,4684,588,1
1,1,1,1,0,0,0,0,3,1,22,11,5,4,3,3,1,0,1,8136,0,0,636,90,2
1,2,2,0,0,0,0,0,3,2,22,11,4,4,4,2,1,0,4,49100,0,0,2231,450,2
1,1,2,1,0,0,0,1,1,2,6,7,5,2,2,1,1,1,10,72020,12000,0,3627,1457,1
0,2,1,0,0,0,0,1,2,1,22,11,5,4,4,1,1,1,2,55422,2800,0,2044,147,1
0,1,3,0,0,0,0,1,2,2,17,9,5,2,2,1,2,0,5,29250,0,1226,2130,524,1
0,1,1,0,0,0,0,0,3,1,22,11,4,4,4,3,3,1,1,330,1521,0,700,0,1
0,2,1,1,0,0,0,0,1,1,17,9,5,2,3,1,1,0,1,14300,0,0,702,27,1
0,1,4,0,0,0,0,0,3,2,6,7,3,1,2,1,2,0,4,22647,0,0,3146,381,1
0,1,3,0,0,0,0,1,3,2,8,8,4,1,2,1,2,0,4,64970,0,0,4166,271,1
1,2,1,0,0,0,0,0,3,1,7,3,1,2,1,2,1,0,1,5550,0,0,1008,61,1
1,1,1,1,0,0,0,0,1,1,22,11,5,4,3,1,1,0,2,33400,0,0,2328,156,2
1,1,2,0,0,0,0,0,4,2,3,3,3,1,1,1,3,1,5,36970,4000,500,1860,706,1
1,1,5,0,0,0,0,0,3,2,15,9,5,2,3,3,2,1,7,2470,5000,600,4940,1064,1
1,1,4,0,0,0,0,0,4,2,11,2,4,1,2,1,2,0,8,106277,0,0,5116,1288,1
0,2,2,0,0,0,0,0,3,2,7,5,4,3,3,1,2,0,4,28800,0,0,1800,388,1
0,2,3,0,0,0,0,0,3,2,22,11,4,4,4,1,2,1,7,60914,12290,600,3830,1347,2
0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,3,3,1,2,970,700,318,1008,53,2
0,1,2,0,0,0,0,1,3,2,19,7,4,1,1,1,1,0,3,22580,0,0,1300,200,1
0,2,1,0,0,0,0,0,4,1,7,2,3,1,1,1,2,0,3,66350,0,30,1050,235,1
0,1,1,1,0,0,0,0,3,1,22,11,5,4,4,3,3,0,1,600,0,0,811,45,2
1,1,2,0,0,0,0,0,4,2,14,8,4,1,1,1,1,1,6,104170,10650,800,2332,512,1
1,2,2,1,0,0,0,0,2,2,22,11,5,4,4,1,2,0,2,86272,0,0,1294,71,2
1,2,1,1,0,0,0,0,3,1,22,11,5,4,4,1,2,0,1,38310,0,0,1046,16,2
1,1,2,1,0,0,0,0,4,2,22,11,5,4,2,1,3,1,2,15895,1100,707,1320,171,2
1,2,1,1,0,0,0,0,1,1,22,11,5,4,3,2,1,0,1,4025,0,0,876,1,2
1,1,2,0,0,0,0,0,4,2,16,2,2,1,2,4,2,1,4,6900,396,923,2720,817,1
1,2,1,0,0,0,0,0,4,1,7,2,2,1,1,3,3,1,3,9484,4800,570,4326,460,1
1,2,1,0,0,0,0,0,3,1,12,9,4,2,4,3,3,0,2,384,0,0,808,1,1
1,2,1,0,0,0,0,0,4,1,3,3,2,1,1,3,1,0,2,3850,0,0,1890,205,1
0,2,1,1,0,0,0,1,1,1,17,9,5,2,3,1,1,1,1,10440,5000,145,538,56,1
0,1,2,0,0,0,0,0,3,2,22,11,5,4,2,3,1,1,2,1620,719,18,1830,67,1
0,2,4,0,0,0,0,1,3,2,17,2,4,1,4,1,1,0,7,15260,0,0,4378,636,1
0,2,1,1,0,0,0,0,1,1,19,9,5,2,3,2,1,0,1,7328,0,0,961,87,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,1,1,1,18160,1000,0,992,37,1
0,1,2,1,0,0,0,1,3,2,22,11,5,4,2,1,2,1,2,30010,500,0,1824,159,2
0,2,2,0,0,1,0,0,3,2,3,3,3,1,4,1,2,1,5,26472,10748,881,2323,922,1
1,1,3,0,0,0,0,0,4,2,3,8,3,1,2,1,3,1,7,13015,100,1000,3206,870,1
1,2,1,0,0,0,0,0,4,1,10,2,1,1,1,2,3,1,2,10566,8000,198,1185,355,1
1,1,2,1,0,0,0,1,3,2,22,11,5,4,2,1,2,0,3,45480,0,0,2009,47,2
1,1,4,0,0,0,0,0,4,2,3,5,3,1,2,1,2,1,6,42196,1152,664,3966,416,1
1,1,1,0,0,0,0,0,4,1,7,2,2,1,1,2,1,1,5,20540,1700,1132,2367,1462,1
1,1,4,0,0,0,0,0,3,2,6,7,3,1,2,2,3,0,8,32000,0,525,5150,1156,1
1,2,1,0,0,0,0,0,4,1,7,3,2,1,1,2,3,0,3,7800,0,0,2224,148,1
1,1,4,0,0,0,0,0,3,2,7,5,2,1,2,1,2,1,6,83180,10000,760,3842,773,1
0,1,2,1,0,0,0,0,2,2,22,11,5,4,2,4,3,0,1,374,0,0,1032,7,2
0,1,2,0,0,0,0,0,3,2,19,4,3,3,2,1,2,1,5,31650,9015,690,1924,687,1
0,1,4,0,0,0,0,0,3,2,7,8,4,2,2,2,3,1,6,17569,9900,385,4740,857,1
1,1,2,0,0,0,0,0,3,2,10,2,2,1,2,3,3,1,8,14594,3240,1220,3620,1175,1
1,2,1,0,0,0,1,0,4,1,20,9,4,2,3,1,4,1,3,33958,5640,606,1424,563,1
1,2,3,0,0,0,0,0,2,2,16,9,5,2,4,1,2,0,10,46940,0,0,3656,526,1
1,1,2,0,0,0,0,0,2,2,22,11,5,4,3,1,1,0,1,62070,0,0,1314,31,2
1,1,2,0,0,0,0,0,4,2,7,5,3,3,1,1,3,0,4,36440,0,0,1318,367,1
1,2,1,0,0,0,0,0,1,1,22,11,5,4,4,3,1,1,1,700,2500,188,918,188,2
1,2,1,1,0,0,0,0,1,1,22,11,5,4,4,4,3,0,1,600,0,0,915,31,2
1,1,2,0,0,0,0,1,3,2,9,8,5,1,2,1,2,0,6,56350,0,0,2180,704,1
1,2,1,1,0,0,0,1,1,1,22,11,5,4,3,2,1,0,1,5100,0,0,467,1,2
0,1,2,1,0,0,0,1,2,2,22,11,5,4,2,1,1,1,3,43624,1000,0,1587,109,2
0,2,2,0,0,0,0,1,3,2,22,11,4,4,4,1,1,0,1,2090,0,0,1154,40,1
0,2,2,0,0,0,0,0,3,2,22,11,5,4,2,1,2,0,6,82000,0,0,2166,463,1
0,1,2,0,0,0,0,0,3,2,6,9,5,2,2,1,2,0,5,13705,0,0,2592,172,1
0,1,2,1,0,0,0,0,3,2,6,7,5,2,2,4,2,0,3,1410,0,0,1899,36,1
0,1,3,0,0,0,1,0,1,2,22,11,4,4,2,3,2,1,5,3327,800,240,2048,13,1
0,2,1,1,0,0,0,0,2,1,17,4,5,2,3,3,2,0,2,2550,0,0,950,85,1
0,1,4,0,0,0,0,0,4,2,15,4,2,1,2,2,2,1,9,34585,1500,1180,2540,1152,1
1,1,2,0,0,0,0,1,3,2,8,9,3,3,1,1,3,1,6,22686,3860,680,2538,254,1
1,1,4,0,0,0,0,0,3,2,6,7,2,2,2,3,2,0,2,2400,0,0,2544,235,1
1,2,2,0,0,0,0,0,4,2,17,2,2,1,1,1,2,1,7,44900,8000,90,1854,859,1
1,1,4,0,0,0,0,0,3,2,8,8,4,3,2,1,2,1,8,47632,8700,1300,3810,975,1
1,2,3,0,0,0,0,0,4,2,12,9,4,2,4,2,3,0,4,6400,0,0,3336,304,1
1,1,2,0,0,0,0,0,3,2,18,9,4,1,3,1,2,0,5,97920,0,0,2600,315,1
1,2,1,1,0,0,0,0,1,1,22,11,5,4,3,2,2,0,1,14100,0,0,900,1,2
0,2,2,0,0,0,0,1,1,2,22,11,5,4,3,1,1,1,5,82921,11000,1045,1360,414,2
0,1,1,0,0,0,0,0,3,1,3,7,4,1,1,3,3,1,2,8348,1400,288,1502,164,1
0,1,2,1,0,0,0,0,1,2,8,8,5,3,2,1,1,1,4,10919,3745,0,1690,105,1
1,1,1,0,0,0,0,0,2,1,3,8,5,1,4,2,3,1,4,11680,160,600,2252,234,1
1,1,3,0,0,0,0,0,3,2,7,2,4,1,2,1,2,1,7,75350,500,0,3430,751,1
0,1,2,1,0,0,0,0,4,2,22,11,5,4,4,3,4,0,5,14458,0,0,2475,208,1
0,1,1,0,0,0,0,0,4,1,3,2,1,1,1,3,2,1,3,2708,2480,537,1280,473,1
1,1,2,0,0,0,1,0,1,2,22,11,5,4,2,1,3,0,3,13100,0,0,793,69,2
1,1,2,1,0,0,0,0,2,2,22,11,5,4,2,1,1,0,2,15997,0,0,1984,117,2
1,2,1,0,0,0,0,0,3,1,14,9,5,2,4,3,1,1,2,2200,128,384,1304,116,1
1,1,3,0,0,0,0,0,3,2,22,11,5,4,2,1,3,0,1,24012,0,0,840,141,2
1,2,1,0,0,0,0,0,4,1,17,2,1,1,1,3,4,0,4,4340,0,0,1590,359,1
1,1,4,0,0,0,0,0,3,2,8,8,5,3,2,1,3,1,6,43330,14234,783,3200,866,1
0,1,3,0,0,0,0,0,2,2,22,11,5,4,2,1,3,1,5,21006,10844,266,3680,345,2
0,2,1,0,0,0,0,0,4,1,16,2,2,2,1,3,4,0,1,500,0,0,1540,41,1
0,2,2,0,0,0,0,0,1,2,14,9,5,2,3,1,2,0,6,35978,0,0,2138,513,1
0,2,2,0,0,0,0,0,3,2,22,11,5,4,3,4,1,0,1,2920,0,0,954,142,2
1,2,1,0,0,0,0,0,3,1,22,11,2,4,1,3,1,1,5,1240,200,100,3668,459,1
1,2,2,0,0,0,0,0,3,2,17,4,3,1,2,2,1,1,3,7300,40,40,1915,265,1
0,1,2,1,0,0,0,0,1,2,22,11,5,4,2,1,1,0,1,35410,0,0,990,38,2
0,1,3,0,0,0,0,1,1,2,22,11,5,4,2,3,1,0,2,530,0,0,1376,15,2
0,2,4,0,0,0,1,0,2,2,3,9,2,2,2,3,1,0,2,391,0,0,1886,176,1
0,1,4,0,0,0,0,1,3,2,3,8,5,1,2,1,2,0,8,32930,0,0,3812,1244,1
0,2,1,1,0,0,0,0,1,1,15,9,5,2,3,1,2,0,2,26186,0,0,1039,170,1
0,1,1,0,0,0,0,0,4,1,17,2,4,1,4,1,2,0,4,15660,0,0,1839,1633,1
1,1,1,1,0,0,0,0,4,1,5,9,5,2,4,3,2,0,1,262,0,66,501,27,1
1,1,2,0,0,0,0,1,2,2,15,9,5,2,3,3,3,0,5,1900,0,0,990,80,1
1,2,1,1,0,0,0,0,1,1,22,11,5,4,4,1,2,0,1,60150,0,0,745,226,2
1,1,3,0,0,0,0,0,4,2,17,2,4,1,2,1,2,0,9,78490,0,0,5100,1387,1
1,2,2,0,0,0,0,0,4,2,22,11,4,4,4,1,2,1,1,62599,12891,466,2328,575,2
1,1,2,0,0,0,0,0,3,2,14,9,5,1,2,1,1,1,5,100000,2000,0,1465,319,1
1,1,2,1,0,0,0,1,1,2,22,11,5,4,2,4,3,0,2,100,0,0,843,1,2
1,2,3,0,0,0,0,0,4,2,8,3,3,1,2,1,3,1,5,59092,6400,110,3440,790,1
0,1,3,0,0,0,0,0,2,2,22,11,5,4,2,1,3,0,7,26860,0,0,1844,884,1
0,1,2,0,0,0,0,0,4,2,14,7,3,1,2,3,2,1,6,18580,8195,331,4940,300,1
0,1,3,0,0,0,0,1,4,2,7,3,4,1,1,1,2,0,3,66492,0,0,2323,861,1
0,2,1,0,0,0,0,0,3,1,9,9,4,2,4,1,1,0,2,26200,0,0,1308,112,1
0,2,1,1,0,0,0,0,4,1,22,11,5,4,3,1,2,0,2,37140,0,0,1098,116,2
1,1,2,0,0,0,0,0,4,2,22,11,5,4,2,3,1,0,2,650,0,0,1647,0,2
1,1,1,0,0,0,0,1,3,1,8,8,2,2,1,2,4,1,1,9260,8550,171,1540,483,1
1,2,1,0,0,0,0,0,3,1,22,11,5,4,3,1,3,0,3,3330,0,0,440,148,2
1,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,1,0,1,16600,0,0,600,31,2
1,1,2,1,0,0,0,0,2,2,22,11,5,4,2,1,1,1,4,70510,1000,0,1705,129,2
1,2,1,1,0,0,0,0,3,1,22,11,5,4,3,1,2,1,1,47600,3000,0,950,88,2
1,1,2,0,0,0,0,0,3,2,12,9,5,1,2,2,3,0,5,45242,0,0,2253,274,1
0,1,2,1,0,0,0,1,3,2,22,11,5,4,2,3,2,0,2,2815,0,20,1143,37,2
0,1,2,1,0,0,0,1,2,2,8,8,5,3,2,1,2,0,2,35740,0,0,1320,96,1
1,1,3,0,0,0,0,0,4,2,19,2,5,1,2,4,4,0,6,2633,0,0,1662,1296,1
1,1,3,0,0,0,0,0,3,2,8,9,3,1,2,2,2,0,7,21202,0,0,2860,903,1
1,1,4,0,0,0,0,1,2,2,3,7,4,2,2,3,3,1,7,1208,400,400,5008,716,1
1,1,2,0,0,0,0,0,2,2,22,11,5,4,2,1,3,0,3,18700,0,0,1666,271,1
1,1,3,0,0,0,0,0,4,2,3,3,3,1,2,2,2,1,7,36740,13060,1080,5040,1273,1
1,2,1,0,0,0,0,0,3,1,22,11,4,4,1,3,4,1,2,1001,6131,0,1720,0,1
1,2,1,0,0,0,0,0,4,1,7,5,1,1,1,3,2,1,5,10350,9000,456,3792,979,1
1,1,2,0,0,0,1,0,4,2,22,11,4,4,2,3,3,1,3,3620,1000,75,2898,160,2
1,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,1,1,3,131848,15000,960,2410,616,2
1,2,3,0,0,0,1,0,2,2,22,11,5,4,2,1,3,0,4,17500,0,0,1394,238,2
0,1,2,0,0,0,0,0,3,2,1,6,4,2,1,1,1,1,3,13150,1200,136,1820,162,1
1,1,4,0,0,0,0,1,4,2,17,2,3,1,2,1,3,0,5,13264,0,0,1767,443,1
1,1,3,0,0,0,0,0,2,2,6,7,5,2,2,1,2,1,5,26424,11500,825,3600,1667,1
1,1,2,0,0,0,0,0,3,2,8,9,3,3,2,1,3,1,7,38280,7984,1148,2982,653,1
1,1,2,1,0,0,0,0,2,2,22,11,5,4,2,1,1,0,5,43350,0,0,1708,78,2
1,1,2,0,0,0,0,0,3,2,22,11,5,4,3,1,2,0,1,111780,0,0,4670,150,2
1,2,1,0,0,0,0,0,3,1,19,4,3,3,4,3,1,0,3,1650,0,0,2403,18,1
1,1,2,0,0,0,0,0,4,2,14,8,2,1,1,3,1,1,4,11099,3060,910,2419,474,1
1,1,3,0,0,0,0,0,2,2,22,11,5,4,2,1,2,1,5,79472,1500,0,3182,544,2
1,2,1,1,0,0,0,0,1,1,22,11,5,4,3,2,3,0,2,10030,0,0,632,168,2
0,1,5,0,0,0,0,0,4,2,15,2,3,1,2,1,2,0,8,44470,0,0,5664,926,1
1,1,3,0,0,1,0,0,3,2,3,8,4,1,4,3,3,1,8,4580,556,842,3864,1489,1
1,2,1,0,0,0,0,0,3,1,3,9,1,1,1,2,2,0,4,15120,0,0,1513,499,1
1,1,3,0,0,0,1,0,3,2,6,7,3,1,2,3,2,0,6,22595,0,0,2813,453,1
1,1,2,1,0,0,0,0,4,2,7,2,5,3,2,1,1,0,4,69380,0,0,4320,385,1
1,1,2,0,0,0,0,0,3,2,22,11,5,4,2,1,3,1,7,26100,5700,540,1725,1020,2
1,1,2,0,0,0,0,1,3,2,8,9,5,3,4,1,2,1,2,110740,12800,395,1565,619,1
1,1,2,1,0,0,0,1,3,2,22,11,5,4,2,3,3,1,2,594,130,0,1071,30,2
1,1,2,1,0,0,0,1,3,2,15,9,5,2,2,1,3,1,3,25484,30,310,1247,31,1
1,1,2,1,0,0,0,0,4,2,22,11,5,4,2,1,2,0,8,36340,0,0,2276,395,2
1,2,3,0,0,0,0,1,1,2,6,7,4,3,4,1,1,0,6,39352,0,10,4980,427,1
1,1,1,0,0,0,0,0,4,1,22,11,4,4,3,1,2,1,1,45468,20,20,1590,84,2
1,2,1,1,0,0,0,0,1,1,22,11,5,4,4,4,2,0,1,100,0,0,646,0,2
1,1,4,0,0,0,0,1,2,2,22,11,5,4,2,1,2,0,5,42470,0,0,2020,450,2
1,1,1,1,0,0,0,0,1,1,6,7,5,3,4,2,1,0,4,10516,0,0,890,75,1
1,1,3,0,0,0,0,0,3,2,14,9,5,1,2,1,2,1,9,36392,100,150,2980,1166,1
1,2,1,1,0,0,0,0,1,1,22,11,5,4,3,3,2,0,1,1240,0,0,535,1,2
1,2,1,1,0,0,0,1,2,1,22,11,5,4,3,3,2,0,1,182,0,0,911,0,2
1,2,2,0,0,0,0,0,3,2,3,7,4,1,4,2,1,1,5,2055,1500,20,1480,597,1
1,1,1,0,0,0,0,0,3,1,7,7,2,1,1,3,3,0,6,37205,0,0,1544,708,1
1,2,2,0,0,0,0,0,2,2,20,4,5,2,3,1,1,1,3,55250,11000,0,1104,375,1
1,2,2,0,0,0,0,0,3,2,7,3,3,1,4,2,1,0,6,11015,0,200,2028,572,1
1,2,2,0,0,0,0,1,1,2,9,4,5,3,2,2,1,0,5,40560,0,0,1738,170,1
1,1,2,0,0,0,0,0,3,2,19,7,4,3,2,1,2,1,5,81500,10500,150,1969,591,1
1,2,1,0,0,0,0,0,4,1,22,11,3,4,1,1,4,0,6,58500,0,0,1944,478,1
1,1,3,0,0,0,0,0,3,2,14,4,2,1,2,2,2,1,5,34682,11500,766,4456,966,1
1,2,1,1,0,0,0,0,3,1,22,11,5,4,3,3,2,0,1,1607,0,0,860,64,2
1,1,2,0,0,0,0,1,4,2,8,8,4,3,1,1,1,1,5,99000,6000,672,2210,790,1
1,1,2,1,0,0,0,0,4,2,22,11,5,4,2,1,2,0,4,98135,0,0,4113,535,2
1,1,4,0,0,0,0,0,3,2,10,1,4,1,2,1,2,1,8,57420,5390,542,4520,1373,1
1,1,4,0,0,0,0,0,4,2,15,10,2,1,2,2,2,1,6,27695,2000,1000,3272,718,1
