Metropolitan,Gender,Family_num,Elder_Household,GrandChild_Household,Single_Household,Multi_Household,Disability_status,Master_EduCode,Master_WithLive,Master_IndustryCode,Manster_Jobcode,Master_Age,Master_EmpCode,Master_MarriCode,Tenancy_Type,Housing_Type,Debt_Holding,Income_code,Assets,Liabilities,Principal_Interest,Spend_Consum,Spend_NonConsum,Master_Retired
1,2,2,0,0,0,0,0,2,2,9,9,5,2,2,3,3,1,6,2180,800,328,1632,105,1
1,2,1,1,0,0,0,0,2,1,22,11,5,4,3,3,3,0,1,5020,0,0,1200,18,2
1,1,1,0,0,0,0,0,4,1,9,4,1,2,1,3,1,0,1,1060,0,0,317,41,1
1,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,3,0,1,39501,0,0,506,33,2
1,2,1,0,0,0,0,0,4,1,3,2,2,1,1,2,1,1,4,14910,3200,985,2088,690,1
1,1,2,0,0,0,0,0,3,2,3,2,5,1,2,3,1,1,6,9548,2800,866,3114,751,1
1,1,2,0,0,0,0,0,3,2,6,7,5,3,2,1,2,1,5,36400,5000,690,1604,585,1
1,1,2,1,0,0,0,0,2,2,22,11,5,4,2,1,2,0,2,31200,0,0,1120,46,2
1,2,1,1,0,0,1,0,3,1,22,11,5,4,3,3,2,0,1,2650,0,0,564,15,2
1,1,3,0,0,0,0,0,1,2,12,9,5,1,2,1,2,0,7,91050,0,0,3690,632,1
1,1,3,0,0,0,0,0,3,2,1,6,5,1,2,1,1,1,6,22386,3100,1056,2822,870,1
1,1,2,0,0,0,0,0,1,2,7,5,5,3,2,1,3,0,5,48548,0,0,940,212,1
1,1,1,0,0,0,0,0,4,1,6,7,2,1,1,4,1,0,5,2600,0,0,1486,428,1
1,1,4,0,0,0,0,0,4,2,22,11,5,4,2,1,3,0,7,83950,0,714,3870,724,2
1,1,1,0,0,0,0,0,3,1,13,8,2,1,1,3,2,1,3,4765,350,1,1330,319,1
1,2,1,0,0,0,0,0,4,1,17,2,2,1,1,3,4,0,4,3816,0,0,1976,463,1
1,1,2,1,0,0,0,0,3,2,22,11,5,4,2,4,3,0,2,4860,0,0,1175,52,2
1,2,1,0,0,0,0,0,4,1,7,3,3,1,1,3,3,1,6,6500,400,400,2844,1098,1
1,1,1,0,0,0,0,0,2,1,6,9,5,2,1,3,1,1,1,531,20,0,762,23,1
1,2,1,1,0,0,0,0,3,1,17,4,5,1,3,2,2,0,5,13320,0,0,1417,1115,1
0,1,3,0,0,0,0,0,3,2,14,7,5,2,2,1,2,1,8,30950,6908,1342,4118,1036,1
0,1,3,0,0,0,0,0,3,2,19,7,4,1,4,2,1,1,3,10172,2500,390,2379,359,1
0,1,4,0,0,0,0,0,3,2,3,7,3,2,2,2,3,0,2,5195,0,0,1502,1,1
0,1,4,0,0,0,0,0,4,2,6,3,3,1,2,1,2,1,5,25325,6800,810,3605,1444,1
0,1,1,1,0,0,0,0,2,1,22,11,5,4,4,1,2,0,4,24076,0,0,2407,772,2
0,1,2,1,0,0,0,0,2,2,6,9,5,2,2,2,1,1,6,6627,135,180,2066,264,1
0,1,2,1,0,0,0,0,1,2,17,9,5,2,2,1,2,0,2,64384,0,0,932,87,1
0,1,3,0,0,0,1,0,3,2,22,11,3,4,2,1,2,1,4,13979,2940,171,1360,383,2
0,1,1,1,0,0,0,0,1,1,22,11,5,4,4,3,1,0,1,35,0,0,670,5,2
0,2,1,1,0,0,0,0,3,1,22,11,5,4,3,1,1,1,1,28615,1300,0,719,40,2
0,1,2,0,0,0,0,0,3,2,19,7,2,1,2,1,2,1,3,33388,9606,1236,3014,877,1
0,1,1,1,0,0,0,0,3,1,1,9,5,2,4,3,1,0,1,100,0,0,992,70,1
0,2,2,0,0,1,0,0,3,2,3,9,3,1,3,3,2,0,4,3995,0,0,1812,281,1
0,2,2,0,0,0,0,0,2,2,22,11,5,4,3,1,1,1,2,7540,1000,0,1200,4,1
0,1,4,0,0,0,0,1,4,2,22,11,3,4,2,3,3,1,3,6235,2070,510,1530,141,1
0,1,2,1,0,0,0,0,1,2,22,11,5,4,2,3,1,0,2,1030,0,0,796,0,2
0,2,1,1,0,0,0,0,2,1,19,7,5,3,3,1,1,1,2,38380,600,0,773,263,1
0,1,1,1,0,0,0,0,2,1,22,11,5,4,3,1,3,0,1,38550,0,0,765,326,2
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,3,2,0,1,2366,0,0,1103,1,2
0,1,2,0,0,0,0,0,4,2,22,11,5,4,2,4,1,0,7,100950,0,0,3492,1015,2
0,1,1,1,0,0,0,0,3,1,22,11,5,4,1,3,1,0,1,800,0,0,534,0,2
0,1,2,0,0,0,0,0,4,2,22,11,5,4,2,1,2,1,7,83760,2000,0,3296,500,2
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,2,0,1,30,0,0,558,4,2
0,2,1,0,0,0,0,0,4,1,3,8,4,1,4,3,2,0,3,2535,0,0,1964,264,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,2,1,0,1,3020,0,0,680,21,2
0,2,1,0,0,0,0,0,4,1,15,3,1,1,1,4,1,0,4,2450,0,0,915,554,1
0,1,2,0,0,0,0,0,4,2,17,9,5,2,2,1,2,1,5,60660,500,0,1686,556,1
0,1,4,0,0,0,0,0,3,2,10,7,4,1,2,1,2,1,4,60454,1500,356,3760,638,1
0,2,1,0,0,0,0,0,3,1,17,4,5,1,3,2,3,1,3,19970,10212,564,1168,762,1
0,1,2,1,0,0,0,1,1,2,22,11,5,4,2,1,1,1,1,33820,300,0,778,433,2
0,2,1,0,0,0,0,0,2,1,9,4,5,1,4,3,2,1,4,3200,20,360,1132,259,1
0,1,2,1,0,0,0,0,2,2,22,11,5,4,2,1,3,0,3,20350,0,0,1288,70,2
0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,3,0,2,8230,0,0,1374,13,2
0,1,4,0,0,0,0,0,4,2,14,8,3,3,2,2,3,0,6,38047,0,0,2030,421,1
0,1,4,0,0,0,0,1,1,2,6,9,5,2,2,1,2,0,5,24800,0,0,1760,479,1
0,1,2,0,0,0,0,0,4,2,22,11,5,4,2,1,1,1,6,57465,4300,761,1896,757,2
0,2,3,0,0,0,0,0,2,2,20,9,5,2,3,3,2,0,5,7747,0,0,3103,168,1
0,1,2,1,0,0,0,0,4,2,22,11,5,4,2,1,1,0,2,64250,0,0,1412,67,2
0,2,1,0,0,0,0,0,3,1,7,5,4,3,3,1,2,1,5,38280,2000,1080,3224,433,1
0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,1,1,3,39080,1000,0,2955,49,2
0,1,2,0,0,1,0,0,3,2,13,3,2,1,4,3,1,0,2,3768,0,0,1555,122,1
0,1,3,0,0,0,0,1,1,2,19,4,5,3,2,3,2,1,4,8474,1700,685,2908,546,1
0,2,1,0,0,0,0,0,3,1,22,11,5,4,3,1,2,0,2,43638,0,0,1338,226,1
0,2,1,1,0,0,0,0,1,1,17,9,5,2,3,4,1,0,1,335,0,0,545,61,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,3,1,0,1,323,0,0,745,1,2
0,1,3,0,0,0,0,0,1,2,17,9,5,2,2,1,1,0,3,10650,0,0,2000,166,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,2,0,1,1786,0,0,1090,104,2
0,1,2,1,0,0,0,0,1,2,7,9,5,2,2,1,3,0,2,17200,0,0,1146,46,1
0,1,2,1,0,0,0,0,2,2,22,11,5,4,2,1,3,0,2,13550,0,0,1272,51,2
0,2,1,1,0,0,0,0,1,1,22,11,5,4,4,3,1,0,1,48,0,0,700,1,2
0,1,3,0,0,0,0,0,3,2,15,4,5,2,2,1,1,1,7,108708,8600,245,3960,1372,1
0,1,1,1,0,0,0,0,2,1,14,9,5,2,4,1,2,0,2,11400,0,0,1214,52,1
0,1,2,1,0,0,0,0,1,2,7,5,5,3,2,1,3,0,2,34700,0,0,1324,248,1
0,2,2,0,0,0,0,1,1,2,16,5,5,2,3,1,1,0,5,2575,0,0,2870,183,1
0,1,4,0,0,0,0,1,3,2,22,11,5,4,2,1,1,1,8,60300,1000,0,2845,1020,2
0,2,2,0,0,0,0,0,2,2,18,4,5,3,4,1,2,1,1,28900,11000,1000,1295,901,1
0,2,4,0,0,0,0,0,3,2,14,4,4,1,2,1,2,0,8,76440,0,0,5160,1687,1
0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,2,0,2,27920,0,0,1052,21,2
0,1,2,0,0,0,0,0,4,2,22,11,3,4,1,1,2,0,1,26300,0,0,2130,72,1
0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,3,3,0,2,1191,0,0,1984,31,1
0,2,4,0,0,1,0,0,4,2,11,5,3,3,4,1,2,1,5,20844,9296,1050,4247,991,1
0,2,2,0,0,0,0,0,3,2,7,5,3,3,4,3,2,0,4,2480,0,1000,2340,266,1
0,1,2,0,0,0,0,0,1,2,22,11,5,4,2,1,3,0,4,15660,0,0,1501,548,2
0,1,1,0,0,0,0,0,4,1,9,4,1,1,1,3,1,0,2,790,0,0,1416,109,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,4,3,1,0,2,2063,0,0,854,37,1
0,1,1,0,0,0,0,0,3,1,22,11,4,4,4,3,1,0,1,2025,0,0,859,3,2
0,1,1,0,0,0,0,0,4,1,16,2,2,1,1,2,2,0,5,14100,0,0,2578,711,1
0,1,1,0,0,0,0,0,3,1,18,2,3,1,4,3,2,0,3,7820,0,0,2348,1361,1
0,1,2,0,0,0,0,0,4,2,7,3,4,1,2,3,2,1,5,20766,2000,200,2408,443,1
0,1,2,1,0,0,0,1,1,2,7,5,5,3,2,2,2,1,7,99000,1000,0,2086,1522,1
0,1,4,0,0,0,0,0,3,2,7,7,3,1,2,1,2,1,3,18578,6240,422,1731,812,1
0,1,1,0,0,0,0,1,2,1,19,9,5,3,3,3,2,1,3,2250,876,653,2010,131,1
0,1,1,1,0,0,0,1,2,1,17,9,5,2,3,1,2,0,3,13400,0,0,2548,155,1
0,1,1,1,0,0,0,0,2,1,22,11,5,4,4,3,1,1,4,9770,160,90,2606,454,1
0,1,1,0,0,0,0,0,1,1,14,9,5,2,4,3,1,1,4,2293,1403,572,1486,123,1
0,1,1,1,0,0,0,0,4,1,22,11,5,4,3,1,1,1,8,39376,100,0,2052,85,2
0,1,1,1,0,0,0,0,1,1,22,11,5,4,4,4,1,0,3,14,0,0,572,142,2
0,1,1,0,0,0,0,1,1,1,22,11,5,4,3,3,1,0,1,305,0,0,730,30,2
0,1,2,1,0,0,0,1,3,2,15,9,5,2,2,1,2,1,3,26970,80,800,1876,85,1
0,1,1,0,0,0,0,0,3,1,3,8,4,1,4,3,1,0,5,21179,0,295,1419,641,1
0,2,1,1,0,0,0,0,1,1,14,9,5,2,4,1,1,0,2,59566,0,0,745,165,1
0,1,3,0,0,0,0,0,3,2,22,11,5,4,2,1,2,0,6,46410,0,0,2800,983,2
0,1,1,0,0,0,0,0,3,1,8,8,5,3,3,1,2,1,3,25803,50,290,1875,109,1
0,1,2,1,0,0,0,0,2,2,1,6,5,3,2,1,1,0,3,28700,0,0,1465,142,1
0,1,1,1,0,0,0,0,1,1,1,6,5,3,3,1,1,0,1,510,0,0,516,13,1
0,1,3,0,0,0,0,0,2,2,15,9,5,2,2,1,1,0,4,8165,0,0,1059,110,1
0,1,2,1,0,0,0,1,3,2,22,11,5,4,2,1,2,1,1,103370,50,250,1770,277,2
0,1,2,0,0,0,0,0,3,2,9,4,3,2,1,3,1,0,3,1539,0,20,2770,278,1
0,2,1,1,0,0,0,1,1,1,19,9,5,2,1,4,4,0,1,7008,0,0,420,56,1
0,2,1,1,0,0,0,0,1,1,9,9,5,2,3,4,2,0,2,4820,0,0,561,105,1
0,1,2,1,0,0,0,0,1,2,1,6,5,3,2,4,1,0,3,13430,0,0,1778,13,1
0,1,4,0,0,0,0,0,3,2,1,6,4,3,2,1,1,1,5,20400,1000,72,2390,470,1
0,2,2,0,0,0,0,0,2,2,9,4,5,1,2,3,1,1,4,2730,2231,380,2844,636,1
0,1,1,1,0,0,0,1,4,1,15,9,5,2,4,1,1,1,1,4000,500,0,939,109,1
0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,1,1,6,96120,1000,0,4238,249,2
0,1,2,1,0,0,0,0,4,2,22,11,5,4,2,1,1,1,2,61015,2000,0,1020,20,2
0,1,2,0,0,0,0,0,3,2,22,11,5,4,2,1,2,0,3,64860,0,0,1875,285,2
0,2,1,0,0,0,0,0,4,1,16,2,1,2,1,3,2,1,4,6400,1930,0,1710,404,1
0,2,1,0,0,0,0,0,4,1,17,2,4,1,3,3,2,0,3,1172,0,0,2300,258,1
0,2,1,1,0,0,0,0,1,1,1,6,5,3,3,1,1,0,1,6864,0,0,1111,303,1
0,2,1,1,0,0,0,0,1,1,9,4,5,3,3,1,2,0,2,11106,0,0,815,43,1
0,1,3,0,0,0,0,0,3,2,9,3,4,1,2,1,1,1,3,39805,1000,55,2227,480,1
0,1,2,0,0,0,0,1,3,2,1,6,5,3,2,1,1,1,7,19760,8040,580,2300,493,1
0,1,2,1,0,0,0,1,2,2,22,11,5,4,2,1,1,0,2,26250,0,0,1143,83,2
0,1,2,0,0,0,0,0,2,2,10,7,3,1,2,4,1,1,4,1960,1000,580,2043,644,1
0,1,2,0,0,0,0,0,2,2,14,9,5,1,2,1,1,1,6,30080,12103,462,3180,936,1
0,2,3,0,0,0,0,0,1,2,22,11,5,4,3,1,2,1,3,20883,150,170,2407,237,2
0,1,2,0,0,0,0,0,3,2,15,4,4,1,2,1,2,0,8,20892,0,0,2200,1298,1
0,1,2,0,0,0,0,0,1,2,1,6,5,3,2,4,1,1,4,132550,2000,0,1595,558,1
0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,2,0,5,42508,0,0,4174,229,1
0,2,2,0,0,1,0,0,3,2,7,5,2,2,4,3,1,1,3,1900,930,396,1610,157,1
0,1,2,0,0,0,0,0,1,2,8,8,5,3,2,1,3,1,5,22720,80,800,2530,343,1
0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,3,0,3,36800,0,0,2185,69,2
0,2,2,0,0,0,0,0,2,2,17,4,5,1,2,1,2,1,8,75890,1500,0,2022,398,1
0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,2,1,4,19615,9050,444,1570,425,2
0,1,2,1,0,0,0,0,1,2,1,6,5,3,2,1,1,0,3,32542,0,0,1255,21,1
0,1,1,1,0,0,0,1,2,1,8,8,5,3,2,1,2,1,5,19910,731,353,1902,695,1
0,1,4,0,0,0,0,0,4,2,16,2,3,1,2,1,2,1,8,39854,13320,574,4445,1466,1
0,2,1,0,0,0,0,0,3,1,7,5,5,3,4,3,1,1,3,7356,1420,916,1790,214,1
0,1,1,0,0,0,0,0,4,1,3,8,1,1,1,4,2,1,5,4446,450,440,2572,845,1
0,2,1,1,0,0,0,1,3,1,22,11,5,4,3,1,2,0,1,57300,0,0,1119,100,2
0,1,2,1,0,0,0,0,3,2,12,9,5,1,2,1,1,1,4,22310,2000,0,2000,245,1
0,1,2,0,0,0,0,0,4,2,22,11,5,4,2,1,2,0,4,30887,0,0,2116,572,2
0,1,4,0,0,0,0,0,4,2,3,3,3,1,2,3,1,1,6,3600,500,497,2900,718,1
0,2,3,0,0,0,0,0,3,2,22,11,5,4,4,3,2,0,2,366,0,0,1560,9,1
0,1,2,0,0,0,0,0,2,2,6,9,5,1,2,1,2,0,3,38936,0,0,1928,208,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,4,3,1,0,1,10,0,0,515,0,2
0,1,4,0,0,0,0,1,3,2,3,9,5,1,2,1,1,1,8,28447,3713,959,4350,949,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,1,0,1,170,0,0,610,1,2
0,1,3,0,0,0,0,0,1,2,5,8,5,1,2,1,2,1,8,33488,13300,720,4976,1227,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,2,1,0,1,6500,0,0,548,3,2
0,2,3,0,0,0,0,0,2,2,3,8,4,1,3,3,2,1,5,4700,100,1000,1632,468,1
0,1,1,0,0,0,0,0,4,1,6,7,4,1,4,4,1,1,4,16500,6000,360,2422,977,1
0,2,1,0,0,0,0,0,4,1,22,11,5,4,3,1,2,0,3,53485,0,0,1600,134,2
0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,2,0,2,21100,0,0,1077,30,2
1,1,2,1,0,0,0,1,2,2,14,9,5,1,2,1,1,0,6,93640,0,0,1880,302,1
1,2,2,0,0,0,0,0,2,2,22,11,5,4,3,1,2,0,8,64365,0,0,2014,1338,2
1,1,1,1,0,0,0,0,1,1,19,2,5,3,4,3,1,1,2,4080,50,2,1839,27,1
1,1,2,0,0,0,0,0,3,2,6,9,4,1,2,3,2,0,8,8870,0,0,2875,772,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,1,0,1,3030,0,0,345,8,2
0,1,1,1,0,0,0,1,1,1,1,6,5,3,3,1,1,0,2,54300,0,0,1069,256,1
0,1,4,0,0,0,0,0,3,2,14,9,4,1,2,3,2,1,7,4830,2000,1100,3160,704,1
0,1,1,0,0,0,0,0,2,1,8,9,3,3,1,3,1,1,3,350,1300,178,1415,198,1
0,1,4,0,0,0,0,0,3,2,3,8,2,1,2,2,2,1,7,22269,9200,292,3550,1232,1
0,1,3,0,0,0,0,0,3,2,3,9,5,2,2,1,2,0,9,37091,0,0,4052,1253,1
1,1,2,0,0,0,0,1,4,2,3,8,5,1,4,1,3,0,5,6820,0,0,1664,351,1
1,2,1,1,0,0,0,0,1,1,17,9,5,2,3,1,3,0,1,4520,0,0,388,7,1
0,1,2,0,0,0,0,0,4,2,6,5,4,3,1,1,3,0,4,12526,0,0,1925,178,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,4,1,3,0,1,6501,0,0,692,175,2
0,1,1,1,0,0,0,0,1,1,1,6,5,3,4,1,1,1,3,104980,700,0,1525,134,1
0,1,2,1,0,0,0,1,1,2,22,11,5,4,2,1,2,0,2,11487,0,0,984,531,2
1,1,2,1,0,0,0,0,4,2,22,11,5,4,2,1,2,0,3,55200,0,0,1296,221,2
1,1,1,0,0,0,0,0,2,1,22,11,5,4,4,2,1,0,1,6560,0,0,626,7,2
1,1,2,0,0,0,0,0,3,2,8,8,5,3,2,2,1,0,6,5130,0,0,2470,171,1
1,1,1,1,0,0,0,0,3,1,22,11,5,4,3,1,3,0,1,5070,0,0,559,5,2
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,1,0,1,3433,0,0,582,7,2
0,2,1,1,0,0,0,0,1,1,1,6,5,3,3,1,1,0,2,43273,0,0,946,318,1
0,1,4,0,0,0,0,0,3,2,3,8,2,1,2,4,1,1,5,10815,4080,354,2690,708,1
0,1,1,1,0,0,0,0,3,1,22,11,5,4,4,4,1,0,1,3,0,0,846,0,2
0,2,1,0,0,0,0,0,4,1,16,3,1,1,1,3,4,0,3,6785,0,0,1210,540,1
0,1,3,0,0,1,0,1,4,2,14,5,3,2,4,2,2,1,4,11746,1340,830,1761,299,1
0,2,1,1,0,0,0,0,1,1,1,9,5,2,3,1,2,0,2,12560,0,0,956,66,1
1,2,2,0,0,0,0,0,4,2,7,4,2,1,1,3,4,0,4,800,0,0,2210,170,1
1,1,1,0,0,0,0,0,4,1,13,2,3,3,4,2,4,1,2,7800,1500,0,1280,108,1
1,1,1,0,0,0,0,0,3,1,3,8,2,1,1,3,3,1,3,900,50,700,1450,230,1
1,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,2,0,2,28510,0,0,2192,145,2
1,1,1,1,0,0,0,0,1,1,22,11,5,4,3,1,3,0,1,6018,0,0,358,93,2
0,1,2,1,0,0,0,0,2,2,8,8,5,3,2,1,1,0,5,26075,0,0,2189,451,1
0,1,3,0,0,0,0,0,4,2,9,4,4,1,2,1,3,0,9,27782,0,0,2876,1248,1
1,2,2,0,0,0,0,0,3,2,9,4,4,2,4,3,2,0,3,2900,0,0,910,125,1
0,1,3,0,0,0,0,0,3,2,9,4,5,3,2,1,1,1,9,94585,300,10,2300,1203,1
0,2,2,0,0,1,1,0,3,2,22,11,3,4,3,4,3,0,2,88,0,0,966,0,1
0,1,2,0,0,0,0,1,1,2,22,11,4,4,1,3,2,0,2,515,0,0,945,1,1
0,1,2,1,0,0,0,1,1,2,1,6,5,3,2,4,1,0,2,3256,0,0,1328,115,1
1,2,1,1,0,0,0,0,1,1,22,11,5,4,3,3,2,0,2,3600,0,0,660,21,2
0,2,2,1,0,0,0,1,2,2,17,4,5,2,2,1,2,0,3,30370,0,0,1556,136,1
1,1,3,0,0,0,0,0,4,2,13,2,3,1,1,1,2,1,6,18355,5536,880,2447,747,1
0,1,2,1,0,0,0,1,4,2,22,11,5,4,2,2,2,0,2,590,0,0,1489,19,2
0,2,1,0,0,0,0,0,2,1,17,4,5,1,4,1,2,0,3,14090,0,0,1204,399,1
0,1,3,0,0,0,0,0,3,2,3,3,2,1,2,1,2,1,5,9172,4150,801,5232,808,1
0,1,2,0,0,0,1,0,3,2,14,9,4,2,2,3,1,0,4,250,0,0,2174,242,1
0,1,5,0,0,0,1,0,3,2,12,7,4,1,2,1,1,0,5,16141,0,0,3413,449,1
1,1,2,1,0,0,0,0,1,2,22,11,5,4,2,1,2,0,3,16100,0,0,1052,132,2
1,1,3,0,0,0,0,1,3,2,8,8,5,3,2,1,2,1,4,49660,9100,250,3305,566,1
1,1,3,0,0,0,0,0,4,2,8,8,4,3,2,1,2,1,7,77540,14000,282,2984,1186,1
1,2,3,1,0,0,0,0,3,2,17,4,5,1,2,3,3,1,5,5200,2100,427,2629,185,1
0,1,5,0,0,0,0,0,4,2,9,4,4,3,2,1,2,1,6,37948,4000,432,5180,606,1
0,1,3,0,0,0,0,0,4,2,13,7,2,1,2,2,3,1,7,22185,5550,968,2970,685,1
1,1,2,0,0,0,0,0,3,2,8,8,5,1,2,1,3,1,5,11750,8400,912,2836,654,1
1,2,1,1,0,0,0,0,3,1,22,11,5,4,4,1,1,1,3,31260,100,0,1290,26,2
1,1,3,0,0,0,0,0,2,2,22,11,5,4,4,3,1,1,5,44662,11100,768,2418,390,2
0,1,1,0,0,0,0,0,3,1,22,11,2,4,1,2,2,1,1,9710,1660,500,896,63,1
0,2,1,1,0,0,0,0,3,1,22,11,5,4,4,1,1,1,2,58611,5000,0,994,648,2
0,1,4,0,0,0,0,0,4,2,6,3,3,1,2,4,1,1,7,8294,100,180,2139,1172,1
0,1,3,0,0,0,0,0,4,2,16,2,4,3,2,2,2,1,7,51800,2000,560,4238,1646,1
0,1,5,0,0,0,0,0,4,2,19,2,3,1,2,4,1,1,3,12610,10481,952,1675,590,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,3,1,0,1,200,0,0,658,0,2
1,1,1,0,0,0,0,0,3,1,14,5,3,1,1,3,3,0,2,3436,0,0,2360,174,1
1,2,1,0,0,0,0,0,3,1,17,4,5,1,4,1,2,1,2,20920,8907,1019,1090,713,1
1,1,3,0,0,0,0,0,1,3,3,8,5,1,2,1,2,1,9,52470,1000,0,2622,690,1
0,1,4,0,0,0,0,0,4,2,6,7,4,2,2,1,1,1,9,60513,3380,750,3944,1623,1
0,1,3,0,0,0,0,0,4,2,3,8,4,1,2,1,2,0,9,45539,0,0,2538,978,1
0,1,4,0,0,0,0,0,3,2,3,8,3,1,2,1,2,1,8,23327,40,356,3970,1026,1
0,1,2,0,0,0,0,0,4,2,12,2,4,3,2,1,2,0,7,128260,0,0,3444,1213,1
0,1,4,0,0,0,0,0,4,2,3,3,5,1,2,1,2,1,9,107032,600,0,4764,1749,1
0,1,2,1,0,0,0,0,2,2,22,11,5,4,2,4,1,0,2,1300,0,0,1450,51,2
1,1,2,0,0,0,0,1,1,2,14,9,5,1,2,1,3,1,4,24600,3003,249,2554,516,1
1,1,2,0,0,0,0,0,3,2,3,7,5,2,2,1,2,0,4,64600,0,0,2282,557,1
0,1,2,0,0,0,0,1,1,2,8,8,5,3,2,1,1,1,4,12768,3500,300,1940,766,1
0,1,2,1,0,0,0,0,2,2,22,11,5,4,2,1,1,1,3,24680,7280,1156,1650,1026,1
1,1,2,1,0,0,0,1,3,2,17,9,5,2,2,4,3,0,2,320,0,0,645,1,1
1,1,1,1,0,0,0,0,4,1,22,11,5,4,3,3,3,0,1,4020,0,0,959,28,2
1,2,1,1,0,0,0,0,2,1,22,11,5,4,3,1,3,0,1,7328,0,0,640,5,2
1,1,2,1,0,0,0,0,4,2,22,11,5,4,2,1,2,1,6,77269,8000,826,2634,836,2
1,2,1,1,0,0,0,0,1,1,22,11,5,4,4,2,1,0,1,2080,0,0,269,76,2
0,1,2,1,0,0,0,1,2,2,1,6,5,3,2,1,1,0,3,25955,0,0,1780,180,1
0,2,1,1,0,0,0,0,1,1,17,9,5,2,3,1,1,0,1,2070,0,0,1182,68,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,1,0,1,6218,0,0,788,31,1
1,1,1,0,0,0,0,0,4,1,19,7,3,1,1,1,2,0,5,49790,0,0,993,529,1
1,2,2,0,0,0,0,0,2,2,3,5,2,1,4,1,2,0,7,30967,0,0,5150,612,1
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,1,0,2,870,0,0,744,1,2
0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,3,0,1,345,0,0,640,22,2
0,1,5,0,0,0,0,0,3,2,3,9,3,1,2,1,2,1,7,21210,11234,598,2662,993,1
0,1,2,0,0,0,0,0,3,2,1,6,5,3,2,1,1,1,7,91350,3380,920,3230,1299,1
1,1,2,0,0,0,0,1,2,2,7,5,5,3,3,1,2,1,3,22178,5240,360,1806,221,1
1,1,1,0,0,0,0,0,4,1,17,3,2,1,1,1,2,0,4,20060,0,0,2604,433,1
0,1,1,0,0,0,0,0,4,1,3,3,1,1,1,3,1,1,4,2880,5400,1340,2624,1541,1
0,1,2,0,0,0,0,0,1,2,1,6,5,3,2,1,1,1,3,27200,6150,99,3455,459,1
0,1,3,0,0,0,0,0,3,2,6,7,4,3,2,1,2,1,8,29520,1783,660,3552,1175,1
0,1,3,0,0,0,0,0,3,2,6,5,5,2,2,1,2,1,8,46273,6500,145,2453,913,1
1,1,1,1,0,0,0,0,3,1,14,3,5,1,3,1,2,0,6,75170,0,0,1297,1163,1
1,2,1,1,0,0,0,0,1,1,22,11,5,4,3,3,2,1,1,2074,1000,372,342,72,2
1,1,2,0,0,0,0,1,3,2,22,11,3,4,2,3,2,1,2,1351,1350,7,689,7,1
1,1,3,0,0,0,0,0,3,2,3,7,4,1,2,1,3,1,4,12425,1126,410,2450,783,1
1,1,2,1,0,0,0,0,1,2,22,11,5,4,2,1,1,0,2,55500,0,0,2181,34,2
0,2,1,0,0,0,0,0,1,1,12,9,5,2,4,4,1,1,4,20062,500,0,1564,515,1
0,1,2,1,0,0,0,0,1,2,1,6,5,3,2,1,1,0,3,14460,0,0,1744,108,1
1,1,2,0,0,0,0,1,1,2,22,11,5,4,3,3,3,0,2,510,0,35,770,0,2
1,1,3,0,0,0,1,1,2,2,14,9,4,2,2,1,3,0,3,9051,0,0,1646,58,1
1,1,2,1,0,0,0,0,1,2,1,6,5,3,2,1,1,1,5,93070,5800,187,1380,527,1
1,2,2,0,0,0,0,0,4,2,14,3,4,1,4,4,2,0,4,110,0,76,1475,396,1
1,2,1,0,0,0,0,0,4,1,6,7,2,2,1,2,3,1,3,10000,6930,276,1918,380,1
1,2,2,0,0,0,0,0,3,2,14,9,5,1,4,1,2,0,2,33270,0,0,2240,149,1
1,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,1,0,1,300,0,0,530,11,2
0,1,2,0,0,0,0,0,3,2,22,11,3,4,2,1,2,1,2,24595,4962,252,1241,519,1
