Family_ID,Metropolitan,Gender,Family_num,Elder_Household,GrandChild_Household,Single_Household,Multi_Household,Disability_status,Master_EduCode,Master_WithLive,Master_IndustryCode,Manster_Jobcode,Master_Age,Master_EmpCode,Master_MarriCode,Tenancy_Type,Housing_Type,Debt_Holding,Income_code,Assets,Liabilities,Principal_Interest,Spend_Consum,Spend_NonConsum,Master_Retired
221300392,0,2,1,1,0,0,0,1,1,1,22,11,5,4,1,3,2,1,1,298,35,10,761,16,2
221900201,0,1,2,1,0,0,0,1,2,2,22,11,5,4,2,1,2,0,3,52349,0,0,2040,56,2
221900211,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,2,0,2,25100,0,0,1272,153,2
221900231,0,1,4,0,0,0,0,0,3,2,9,4,4,3,2,1,1,0,8,93994,0,0,3930,1306,1
221900261,0,1,2,1,0,0,0,0,2,2,17,9,5,2,2,1,1,0,1,31400,0,0,1024,56,1
221900271,0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,1,1,5,55770,9153,153,1870,85,2
221900301,0,2,2,0,0,0,0,0,1,2,9,9,5,2,3,1,1,0,5,16417,0,0,1525,350,1
221900321,0,2,1,0,0,0,0,0,4,1,9,4,2,3,1,2,1,1,5,23775,11900,624,2006,819,1
221900371,0,1,1,0,0,0,0,0,3,1,8,8,5,1,1,3,1,0,2,1496,0,0,1086,46,1
221900381,0,1,2,0,0,0,0,0,2,2,8,8,5,3,2,1,2,1,6,28900,4454,446,2542,678,1
221900391,0,1,1,0,0,0,0,0,3,1,15,3,5,2,3,1,1,0,5,12280,0,0,2284,343,1
222000202,0,1,4,0,0,0,0,0,4,2,3,3,3,1,2,1,2,1,8,29893,6150,323,3966,1519,1
222000212,0,1,1,0,0,0,0,0,4,1,8,8,4,1,4,3,1,0,2,115,0,0,1326,139,1
222000232,0,1,3,0,0,0,0,0,4,2,3,3,4,1,2,1,2,0,8,40100,0,0,3900,1713,1
222000242,0,2,2,1,0,0,0,0,2,2,22,11,5,4,2,1,2,1,5,46264,50,200,2950,485,2
222000252,0,1,2,0,0,0,0,0,4,2,22,11,5,4,2,1,1,0,6,56808,0,0,2450,1264,2
222000272,0,2,2,0,0,0,0,0,1,2,3,9,4,1,3,1,2,0,6,53998,0,0,3050,1128,1
222000282,0,1,4,0,0,0,0,0,4,2,3,2,3,1,2,2,2,1,6,12190,48,237,4560,1157,1
222000312,0,2,1,1,0,0,0,1,1,1,17,9,5,2,3,1,1,0,1,6025,0,0,882,15,1
222000332,0,1,3,0,0,0,0,0,4,2,1,6,3,3,1,1,1,1,3,28433,2350,120,1917,305,1
222000342,0,2,1,1,0,0,0,1,1,1,22,11,5,4,3,1,1,0,1,1050,0,0,594,18,2
222000352,0,1,2,0,0,0,0,0,3,2,22,11,5,4,2,1,1,1,6,34980,3020,540,2185,490,2
222100202,0,1,3,0,0,0,0,0,3,2,8,8,4,1,2,3,2,1,3,2520,2400,180,1624,458,1
222100212,0,1,2,0,0,0,0,0,3,2,3,7,4,3,4,3,2,1,3,4885,1500,60,1668,126,1
222100232,0,1,2,1,0,0,0,0,1,2,14,9,5,1,2,1,3,0,4,18070,0,0,1416,295,1
222100302,0,1,2,1,0,0,0,0,3,2,1,6,5,2,2,1,1,1,4,36136,5700,960,1849,622,1
222100312,0,2,1,1,0,0,0,0,3,1,22,11,5,4,4,3,2,0,1,542,0,0,696,1,2
222100342,0,2,1,1,0,0,0,0,1,1,17,9,5,2,3,4,1,0,1,225,0,0,745,41,1
222200202,0,2,1,1,0,0,0,0,1,1,7,5,5,3,3,3,1,0,3,4674,0,0,947,107,1
222200232,0,2,4,0,0,1,0,0,3,2,19,9,3,2,4,3,2,1,4,9985,2700,588,2176,119,1
222200242,0,2,1,0,0,0,0,0,4,1,7,3,3,1,1,3,2,0,2,2320,0,0,3240,139,1
222200252,0,2,1,0,0,0,0,0,3,1,7,3,1,1,1,2,1,1,5,16519,8100,396,1730,757,1
222200302,0,2,1,1,0,0,0,0,1,1,1,6,5,3,2,4,1,0,1,5110,0,0,818,3,1
222200312,0,1,2,1,0,0,0,0,3,2,1,6,5,3,2,1,1,0,2,13310,0,0,1416,138,1
222200352,0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,4,1,0,2,379,0,0,934,13,2
222200362,0,2,1,1,0,0,0,0,1,1,17,9,5,2,3,1,1,0,1,10050,0,0,825,41,1
222300232,0,2,1,0,0,0,0,0,4,1,16,2,3,3,1,1,2,1,4,27517,50,1050,3670,242,1
222300262,0,1,3,0,0,0,0,0,1,2,8,8,5,3,2,1,2,0,8,30124,0,0,2510,868,1
222300272,0,1,2,1,0,0,0,0,1,2,22,11,5,4,2,1,2,0,5,40882,0,0,1333,151,2
222300302,0,2,2,0,0,0,0,0,2,2,22,11,4,4,4,4,1,1,2,5282,30,150,1930,239,1
222300312,0,1,4,0,0,0,0,0,3,2,8,9,3,1,2,1,2,1,6,26710,3000,750,4310,759,1
222300322,0,1,2,1,0,0,0,0,2,2,22,11,5,4,2,1,1,0,4,49987,0,0,2725,240,2
222300352,0,1,1,1,0,0,0,0,3,1,14,9,5,2,1,3,1,0,6,690,0,0,1149,101,1
222300362,0,1,3,0,0,0,0,1,3,2,22,11,4,4,2,1,1,0,5,38632,0,1000,2148,533,1
222300382,0,2,1,1,0,0,0,0,2,1,17,9,5,2,4,1,1,0,1,8611,0,0,944,36,1
222300392,0,1,2,0,0,0,0,0,4,2,22,11,4,4,2,4,1,0,5,10760,0,0,1410,29,1
222900201,0,1,2,0,0,0,0,0,3,2,3,8,5,3,2,1,1,1,5,46860,1500,0,2034,617,1
222900241,0,2,4,0,0,0,0,0,3,2,17,2,3,1,1,1,2,1,6,56940,13700,800,4500,1014,1
222900271,0,1,4,0,0,0,0,0,3,2,7,5,3,3,2,2,2,0,8,32036,0,0,4900,886,1
222900301,0,1,2,1,0,0,0,1,1,2,1,6,5,3,2,1,1,0,4,126800,0,0,2550,53,1
222900311,0,2,2,0,0,0,0,0,1,2,22,11,5,4,3,1,1,1,3,21270,1000,48,2150,342,2
222900341,0,1,2,1,0,0,0,0,1,2,22,11,5,4,2,1,1,0,2,16400,0,0,2990,37,2
222900351,0,1,2,1,0,0,0,0,3,2,1,6,5,3,2,1,1,1,6,53030,12000,20,2674,247,1
223000222,0,2,3,0,0,1,0,0,3,2,22,11,3,4,4,4,2,1,5,5905,2300,941,1905,185,1
223100202,0,1,2,0,0,0,0,0,3,2,8,8,5,3,2,1,2,1,4,44391,20,30,3950,582,1
223100242,0,1,1,0,0,0,0,0,4,1,3,3,4,1,1,1,1,1,4,35550,6000,0,2340,1405,1
223100262,0,1,2,0,0,0,0,0,2,2,6,9,5,2,2,1,2,0,7,36178,0,0,1681,540,1
223100282,0,1,2,0,0,0,0,0,3,2,9,4,5,3,2,1,1,1,4,47032,100,30,1753,518,1
223200202,0,1,4,0,0,0,0,1,2,2,22,11,5,4,2,3,2,0,3,544,0,0,1650,0,2
223200212,0,1,3,0,0,0,0,0,4,2,22,11,5,4,2,1,2,1,8,37226,5365,675,3441,797,1
223200232,0,1,1,1,0,0,0,0,1,1,22,11,5,4,3,1,1,0,1,28100,0,0,1100,61,2
223200242,0,1,3,0,0,1,0,0,3,3,6,9,5,2,4,1,1,0,2,20950,0,0,1910,64,1
223300242,0,2,3,0,0,0,0,0,3,2,15,9,4,2,4,3,1,1,4,5257,4700,192,1764,242,1
223300272,0,1,5,0,0,0,0,0,3,2,3,5,4,1,2,1,2,1,7,8860,4500,320,4900,1082,1
223300282,0,2,1,0,0,0,0,0,4,1,16,2,2,3,1,4,2,0,3,2580,0,0,1501,242,1
223300292,0,2,1,1,0,0,0,0,2,1,22,11,5,4,3,1,1,1,2,77119,600,0,1390,99,2
223300302,0,1,2,0,0,0,0,1,2,2,1,6,5,3,2,1,1,1,6,75900,1150,1175,2748,340,1
223900211,0,2,3,0,0,1,0,0,4,2,3,3,3,1,4,1,2,1,3,48340,20,200,2370,279,1
223900231,0,1,3,0,0,0,0,0,3,2,3,8,4,1,2,1,2,0,8,33030,0,0,3150,838,1
223900241,0,1,3,0,0,0,0,0,3,2,3,8,4,2,2,1,2,0,6,20917,0,723,3020,1373,1
223900251,0,2,1,1,0,0,0,0,2,1,22,11,5,4,3,2,2,1,1,7810,800,30,1178,40,1
224300202,0,1,3,0,0,0,0,0,3,2,9,4,3,3,2,2,2,1,6,19780,7150,920,2682,393,1
230000272,1,1,2,1,0,0,0,1,3,2,15,9,5,1,2,1,1,1,6,54645,3600,0,1355,316,1
230100262,1,2,3,0,0,0,0,0,2,2,3,3,4,1,2,1,3,0,9,20732,0,0,3570,740,1
230100292,1,1,2,0,0,0,0,0,3,2,22,11,5,4,1,1,2,1,1,11060,3744,174,950,110,2
230100312,0,2,1,1,0,0,0,0,1,1,17,9,5,2,3,1,3,0,1,8556,0,0,597,105,1
230100362,0,1,4,0,0,0,0,0,3,2,6,9,5,2,2,1,2,1,4,20027,2600,169,2022,658,1
230100392,0,1,3,0,0,0,0,0,4,2,16,2,4,3,2,1,2,1,6,44018,8280,480,2755,914,1
230200252,1,2,4,0,0,0,0,0,4,2,9,5,3,2,1,3,3,0,4,730,0,0,1148,1,1
230200262,1,1,3,0,0,0,0,1,3,2,22,11,4,4,2,2,3,0,2,3520,0,0,1095,0,1
230200302,0,1,1,0,0,0,0,0,4,1,14,3,5,1,4,1,1,1,8,37829,750,1306,2455,1406,1
230200322,0,1,2,1,0,0,0,0,2,2,1,6,5,3,2,1,1,1,9,64721,5000,260,2660,494,1
230200332,0,1,2,0,0,0,0,0,3,2,3,8,2,1,2,4,2,0,7,4931,0,520,2534,587,1
230300202,1,1,1,0,0,0,0,0,4,1,3,8,2,1,4,3,1,1,4,3330,2320,180,2064,383,1
230300212,1,1,1,0,0,0,0,0,1,1,14,9,3,2,4,3,1,1,1,210,1660,39,645,16,1
230300242,1,2,1,0,0,0,0,0,4,1,17,2,1,1,1,3,4,1,2,1000,1000,7,2330,229,1
230300252,1,1,2,1,0,0,0,0,2,2,22,11,5,4,2,1,3,0,1,13056,0,0,852,93,2
230300272,1,1,2,0,0,0,0,0,3,2,3,8,4,1,2,1,2,1,5,34115,10000,1010,2380,892,1
230300292,1,2,2,0,0,0,0,0,3,2,22,11,5,4,3,2,3,1,4,49260,2000,0,920,43,2
230300302,0,2,3,0,0,1,0,0,4,2,17,2,4,1,4,1,2,0,2,45040,0,0,3337,176,1
230300342,0,1,2,0,0,0,0,1,1,2,22,11,5,4,2,1,1,0,2,3130,0,0,1076,201,1
230300352,0,1,3,0,0,0,0,0,3,2,6,3,3,1,2,1,3,1,8,18090,6000,136,2956,1151,1
230900241,1,1,2,0,0,0,0,1,1,2,17,9,5,2,2,3,2,0,3,3540,0,0,2056,36,1
230900291,1,2,1,1,0,0,0,0,3,1,22,11,5,4,3,1,2,0,1,64010,0,0,1355,98,2
230900311,0,2,2,0,0,0,0,0,3,2,9,4,4,3,4,2,3,1,5,7570,300,1200,3254,282,1
230900321,0,2,1,1,0,0,0,0,1,1,17,4,5,2,3,1,3,0,1,10800,0,0,1051,111,1
230900361,0,1,4,0,0,0,0,0,4,2,6,3,4,1,2,1,2,1,3,45894,8809,613,3238,695,1
230900391,0,1,2,0,0,0,0,0,3,2,6,1,5,1,2,2,2,0,3,10020,0,0,2846,764,1
231000252,1,2,1,1,0,0,0,0,3,1,19,9,5,2,4,3,2,0,1,3010,0,0,840,27,1
231000262,1,1,1,0,0,0,0,1,1,1,22,11,4,4,1,3,3,1,1,530,180,20,1009,0,2
231000272,1,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,2,0,1,45400,0,0,1246,44,2
231000292,1,1,3,0,0,0,0,0,4,2,8,9,4,1,4,1,2,1,7,45117,7367,838,4690,1253,1
231000312,0,1,2,0,0,0,0,0,3,2,22,11,5,4,2,1,2,0,7,48556,0,0,1982,369,2
231000352,0,1,2,0,0,0,0,0,4,2,22,11,5,4,2,3,3,0,6,6610,0,0,1360,394,2
231000382,0,2,1,0,0,0,0,0,4,1,19,4,2,3,1,3,2,1,4,4640,600,380,2956,237,1
231100222,1,2,1,1,0,0,0,0,1,1,17,9,5,2,3,1,2,0,1,32030,0,0,659,59,1
231100262,1,2,3,0,0,0,0,0,3,2,6,3,4,1,4,2,2,1,6,67700,5008,442,3076,681,1
231100282,1,2,2,0,0,0,0,0,3,2,17,4,4,1,3,3,2,1,5,4100,300,113,2808,539,1
231100302,0,2,3,0,0,0,0,0,3,2,7,5,3,2,3,3,2,1,5,4038,2906,986,4000,217,1
231100342,0,1,2,0,0,0,0,0,1,2,1,6,5,3,3,1,2,0,7,19814,0,0,2468,763,1
231200202,1,1,2,0,0,0,0,0,3,2,3,8,4,1,2,1,2,1,7,28208,540,855,2324,836,1
231200252,1,1,2,0,0,0,0,0,2,2,8,8,5,3,2,1,2,0,5,61526,0,0,2370,344,1
231200272,1,2,2,1,0,0,0,1,2,2,22,11,5,4,2,3,3,0,2,892,0,0,402,40,2
231200302,0,1,2,1,0,0,0,0,4,2,22,11,5,4,2,1,2,1,4,28200,2000,0,2204,95,2
231200372,0,1,1,0,0,0,0,0,1,1,14,9,4,2,4,3,1,0,3,3552,0,0,1430,73,1
231300212,1,2,3,0,0,0,0,0,3,2,7,5,3,3,2,3,2,1,5,10754,2800,45,2674,271,1
231300232,1,1,3,0,0,0,0,0,4,2,14,3,5,1,2,1,2,0,2,122226,0,0,5030,365,1
231300262,1,1,2,0,0,0,0,0,3,2,19,9,4,2,2,3,3,0,5,970,0,0,1940,403,1
231300272,1,1,2,0,0,0,0,0,3,2,14,9,5,1,2,1,3,1,3,19040,6740,480,1890,676,1
231300282,1,1,1,1,0,0,0,0,1,1,6,7,5,2,4,3,1,0,3,505,0,0,1034,48,1
231300292,1,1,5,0,0,0,0,0,3,2,3,8,3,1,2,1,2,1,6,18630,9094,592,3522,579,1
231300312,0,1,4,0,0,0,0,0,3,2,3,7,3,1,2,1,2,1,8,58800,15000,1280,2470,1595,1
231300332,0,2,1,0,0,0,0,1,1,1,22,11,4,4,1,2,1,0,2,2100,0,0,782,1,2
231300342,0,1,1,1,0,0,0,0,2,1,22,11,5,4,4,4,1,0,1,3100,0,0,912,20,2
231900221,1,1,2,0,0,0,0,0,3,2,6,7,4,2,2,1,2,1,5,38528,3200,968,2200,725,1
231900241,1,2,2,1,0,0,0,1,3,2,17,4,5,1,2,1,2,0,5,21020,0,0,2660,217,1
231900271,1,2,1,1,0,0,0,0,1,1,17,9,5,2,3,4,3,0,1,1062,0,0,574,1,1
231900281,1,2,2,1,0,0,0,1,1,2,17,9,5,2,2,1,2,0,2,30261,0,0,840,22,1
231900291,1,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,2,1,1,46000,3000,0,680,87,2
231900301,0,2,1,1,0,0,0,0,1,1,17,4,5,1,4,1,3,1,2,11242,60,300,1158,32,1
231900341,0,2,1,1,0,0,0,0,1,1,9,4,5,1,3,1,2,1,3,14690,7700,480,1506,301,1
231900391,0,1,3,0,0,0,0,0,3,2,14,8,5,3,2,1,1,0,8,115220,0,0,3740,721,1
232000242,1,1,2,0,0,0,0,1,3,2,3,8,3,1,4,1,2,0,4,55410,0,200,2360,306,1
232000272,1,1,1,0,0,0,0,0,4,1,7,3,4,1,1,3,2,0,3,4770,0,0,2160,175,1
232000282,1,1,1,0,0,0,0,0,3,1,3,7,4,2,4,1,2,0,4,19700,0,0,2870,1101,1
232000302,0,2,3,0,0,1,0,0,3,2,7,5,2,1,4,3,3,1,3,1520,300,50,1850,198,1
232100212,1,2,2,0,0,0,0,0,3,2,7,5,5,2,4,2,3,1,3,8136,7100,420,1920,416,1
232100242,1,1,1,1,0,0,0,1,3,1,3,8,5,2,4,1,3,0,3,9220,0,300,742,145,1
232100282,1,2,1,0,0,0,0,0,2,1,22,11,4,4,1,3,1,1,3,310,1150,590,1092,393,1
232100312,0,1,3,0,0,0,0,0,3,2,18,9,4,1,2,1,1,0,5,11288,0,0,3058,561,1
232100342,0,1,3,0,0,0,0,0,3,2,3,8,3,1,2,1,3,1,6,13630,394,154,3170,649,1
232100352,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,1,0,1,100,0,0,334,1,2
232200262,1,1,2,0,0,0,0,0,3,2,9,4,1,2,1,3,2,1,8,1130,870,707,3560,293,1
232200272,1,2,1,1,0,0,0,1,1,1,22,11,5,4,3,1,2,0,1,13100,0,0,840,17,2
232200292,1,1,1,0,0,0,0,0,3,1,8,9,1,2,1,3,3,0,2,10,0,0,1055,96,1
232200302,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,1,0,1,180,0,0,469,11,2
232200312,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,2,0,2,435,0,0,833,21,2
232200322,0,1,2,0,0,0,0,0,4,2,3,9,5,1,2,1,3,0,6,30370,0,0,2030,318,1
232200342,0,2,1,0,0,0,0,0,4,1,3,3,3,1,1,1,2,0,6,61050,0,0,1627,1044,1
232200352,0,2,1,1,0,0,0,0,1,1,1,6,5,3,3,1,1,1,2,8621,28,20,1080,7,1
232300242,1,1,4,0,0,0,0,0,4,2,3,5,2,1,2,2,3,1,5,14712,11800,636,2582,581,1
232300302,0,1,2,1,0,0,0,0,4,2,1,6,5,3,2,1,2,0,5,78100,0,0,1976,689,1
232300352,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,2,0,4,34150,0,0,1960,322,2
232300362,0,1,1,0,0,0,0,0,4,1,3,1,2,1,1,4,2,0,4,16308,0,0,1262,529,1
232900231,1,1,2,1,0,0,0,1,3,2,14,9,5,2,2,3,3,0,2,1590,0,0,1205,239,1
232900241,1,1,2,0,0,0,0,0,3,2,22,11,5,4,2,1,4,1,5,29677,500,300,2119,344,2
232900301,0,1,1,0,0,0,0,0,3,1,22,11,4,4,4,1,1,0,1,11300,0,0,1096,122,2
232900321,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,1,0,1,480,0,0,838,11,2
233000222,1,1,2,1,0,0,0,0,3,2,1,6,5,3,2,1,1,0,4,118750,0,0,2820,186,1
233100212,1,2,1,0,0,0,0,1,1,1,9,4,5,2,3,3,3,0,2,1035,0,0,1196,51,1
233300202,1,2,2,0,0,0,0,0,3,2,11,3,1,1,1,1,3,1,8,23968,1900,600,2378,1330,1
233300242,1,2,1,0,0,0,0,0,4,1,15,4,2,1,1,3,1,0,2,4150,0,0,2610,353,1
233300272,1,2,1,1,0,0,0,1,1,1,22,11,5,4,4,4,3,1,1,10500,2000,0,904,4,2
233900201,1,1,4,0,0,1,0,1,1,2,1,6,5,3,2,1,1,1,8,99506,2500,200,2170,1054,1
240000202,0,2,1,1,0,0,0,0,1,1,15,9,5,2,3,1,2,0,2,19220,0,0,815,291,1
240000212,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,2,0,2,3631,0,0,741,33,2
240000242,0,1,3,0,0,0,0,0,3,2,12,9,5,1,2,1,2,0,7,29964,0,0,3463,668,1
240000262,0,2,1,1,0,0,0,0,1,1,17,9,5,2,3,4,1,0,1,461,0,0,638,15,1
240000292,0,1,2,0,0,0,0,0,3,2,6,7,5,3,2,2,2,0,4,43553,0,0,2543,357,1
240000312,0,1,4,0,0,0,0,0,4,2,3,7,3,1,2,1,2,0,3,29622,0,0,2478,390,1
240000342,0,1,3,0,0,0,0,0,3,2,8,8,4,3,2,1,2,1,6,30958,5020,30,3842,599,1
240000362,0,1,1,0,0,0,0,0,4,1,3,3,2,1,1,2,4,0,6,35360,0,0,1192,910,1
240100202,0,2,4,0,0,0,0,0,3,2,3,8,5,3,2,1,4,1,10,126634,120,380,5205,901,1
240100232,0,1,3,0,0,0,0,1,1,2,22,11,5,4,4,4,1,1,3,296,9000,0,1640,0,2
240100252,0,1,2,1,0,0,0,0,4,2,22,11,5,4,2,2,2,0,4,50268,0,0,2389,795,2
240100272,0,1,5,0,0,0,0,0,3,2,14,9,3,1,2,3,2,1,3,13580,210,300,3335,464,1
240100282,0,1,2,1,0,0,0,0,3,2,8,8,5,3,2,3,2,1,5,17550,2000,1240,2311,150,1
240100292,0,2,1,0,0,0,0,0,4,1,17,2,2,1,1,2,1,1,2,8850,20,120,1056,291,1
240100302,0,2,1,0,0,0,0,0,1,1,22,11,4,4,4,3,1,1,1,110,960,0,635,1,2
240100312,0,2,1,1,0,0,0,0,2,1,22,11,5,4,3,1,1,0,1,10300,0,0,642,31,2
240200202,0,1,4,0,0,0,0,0,4,2,17,2,3,1,2,2,1,0,6,11959,0,80,1789,489,1
240200232,0,1,1,1,0,0,0,0,4,1,22,11,5,4,3,1,1,0,2,28340,0,0,969,152,2
240200262,0,1,3,0,0,0,0,0,4,2,6,2,3,1,2,3,1,1,7,10408,300,100,2766,817,1
240200292,0,1,2,0,0,0,0,0,3,2,6,8,4,3,2,1,2,0,9,95728,0,0,2539,859,1
240200302,0,1,1,1,0,0,0,0,2,1,22,11,5,4,3,4,1,0,2,200,0,0,1599,1,2
240200312,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,3,0,1,8960,0,0,544,193,2
240200332,0,2,1,0,0,0,0,0,4,1,7,5,2,1,1,3,1,0,3,2720,0,0,2411,638,1
240200342,0,1,4,0,0,0,0,0,3,2,9,7,2,1,2,1,2,0,4,33410,0,0,5260,516,1
240300202,0,1,1,0,0,0,0,0,4,1,7,5,2,1,1,3,1,1,2,4600,2500,650,2038,700,1
240300212,0,2,1,0,0,0,0,0,3,1,3,3,2,1,1,3,1,0,3,650,0,0,1659,261,1
240300222,0,1,2,1,0,0,0,0,3,2,22,11,5,4,2,1,2,0,4,40640,0,0,2447,348,2
240300262,0,1,2,0,0,0,0,0,4,2,17,2,2,1,2,2,2,1,6,23900,14200,840,2451,1617,1
240300282,0,1,1,0,0,0,0,0,3,1,6,7,1,1,1,3,1,1,4,2543,200,720,1932,716,1
240300292,0,2,1,1,0,0,0,0,1,1,15,9,5,2,3,1,1,0,1,11100,0,0,835,20,1
240300322,0,1,2,1,0,0,0,1,2,2,22,11,5,4,2,1,2,0,1,15173,0,0,1226,12,2
240300352,0,2,1,0,0,0,0,0,4,1,16,3,1,1,1,2,3,0,3,13500,0,0,1880,392,1
240300362,0,2,1,0,0,0,0,0,3,1,9,4,2,1,1,3,3,0,4,1380,0,0,2385,291,1
240300372,0,1,4,0,0,0,0,0,3,2,3,7,5,1,2,1,2,1,9,61350,300,0,2790,805,1
240300392,0,1,3,0,0,0,0,0,3,2,3,3,4,1,2,1,2,1,6,27900,6506,1141,3080,903,1
240900211,0,1,1,1,0,0,0,0,2,1,8,9,5,2,4,3,1,0,3,2100,0,0,1206,22,1
240900221,0,1,4,0,0,0,0,0,2,2,8,9,4,3,2,1,1,1,8,19168,6301,1091,5130,1415,1
240900251,0,1,2,1,0,0,0,0,4,2,22,11,5,4,2,1,1,1,4,71540,500,0,2396,154,2
240900261,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,4,1,0,1,241,0,0,548,1,2
240900291,0,1,2,1,0,0,0,0,2,2,6,9,5,2,2,1,2,0,9,30083,0,0,4051,266,1
240900311,0,1,2,0,0,0,1,0,3,2,1,6,4,3,2,1,1,0,2,5350,0,0,822,18,1
240900321,0,1,2,1,0,0,0,1,4,2,22,11,5,4,2,4,1,1,1,9158,5900,144,1159,161,2
240900341,0,2,3,0,0,1,0,0,3,2,3,8,3,2,4,4,2,0,4,8668,0,0,3991,244,1
241000202,0,1,3,0,0,0,0,0,3,2,22,11,5,4,2,4,1,0,6,20420,0,0,2453,343,2
241000222,0,1,3,0,0,1,0,0,3,2,6,9,3,2,3,4,1,0,4,1102,0,0,1812,639,1
241000242,0,2,1,0,0,0,0,0,1,1,15,9,5,2,4,3,2,1,2,601,700,342,885,34,1
241000252,0,1,2,1,0,0,0,0,1,2,22,11,5,4,2,1,1,0,2,37285,0,0,1450,135,2
241000262,0,2,2,0,0,0,0,0,4,2,16,3,2,1,1,1,2,0,7,50066,0,0,2550,1255,1
241000272,0,1,2,1,0,0,0,0,4,2,22,11,5,4,2,1,2,0,3,49580,0,0,1891,206,2
241000282,0,2,1,1,0,0,0,1,3,1,22,11,5,4,3,4,2,0,5,80400,0,0,2450,460,2
241000302,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,1,0,2,55070,0,0,925,114,2
241000352,0,1,2,1,0,0,0,0,1,2,1,6,5,3,2,1,1,0,1,7504,0,0,710,106,1
241000362,0,1,2,0,0,0,0,0,4,2,3,9,4,1,4,1,1,0,6,11800,0,0,1014,658,1
241000382,0,2,1,1,0,0,0,0,1,1,15,9,5,2,3,1,1,0,1,2546,0,0,648,14,1
241100202,0,1,3,0,0,0,0,0,1,2,22,11,5,4,2,1,2,1,4,97970,11000,170,3719,879,2
241100212,0,2,1,1,0,0,0,0,2,1,22,11,5,4,3,1,2,1,3,30584,9563,372,1700,216,2
241100222,0,1,2,0,0,0,0,1,3,2,12,9,5,1,2,1,1,1,7,41198,1000,0,4540,408,1
241100252,0,1,4,0,0,0,0,0,4,2,7,3,3,1,2,1,2,0,7,78850,0,0,4146,1399,1
241100272,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,2,0,2,37381,0,0,1009,170,2
241100302,0,2,1,0,0,0,0,0,4,1,18,4,4,2,4,3,2,0,3,2040,0,0,1070,262,1
241100312,0,1,1,0,0,0,0,0,3,1,8,8,4,1,4,1,2,1,5,8258,3000,506,1740,758,1
241100322,0,1,1,0,0,0,0,0,3,1,5,8,3,1,4,3,2,1,3,3212,900,484,1520,332,1
241100372,0,1,4,0,0,0,0,0,3,2,19,7,3,3,2,1,2,1,7,34290,5800,480,3400,533,1
241200202,0,2,1,1,0,0,0,0,3,1,22,11,5,4,3,4,2,0,1,600,0,0,462,1,2
241200212,0,1,2,1,0,0,0,0,2,2,22,11,5,4,2,1,1,1,2,21994,40,470,754,52,2
241200222,0,2,2,0,0,0,0,0,1,2,7,5,5,3,2,3,1,1,3,7043,500,770,2213,502,1
241200242,0,1,2,1,0,0,0,0,4,2,22,11,5,4,2,1,2,0,6,31192,0,0,1450,658,1
241200292,0,1,1,0,0,0,0,0,3,1,3,7,4,1,4,3,1,1,4,4620,2800,50,860,450,1
241200312,0,1,2,1,0,0,0,0,2,2,1,6,5,3,2,1,1,0,4,23139,0,0,1789,378,1
241200362,0,1,4,0,0,0,0,0,4,2,3,3,3,1,2,1,2,1,8,23642,6000,569,4210,1477,1
241300202,0,2,1,1,0,0,0,1,1,1,22,11,5,4,3,3,1,0,1,1005,0,0,1192,0,1
241300222,0,1,2,0,0,0,0,0,3,2,14,9,3,2,1,3,2,0,6,6250,0,0,2204,354,1
241300232,0,1,1,0,0,0,0,0,3,1,22,11,5,4,1,3,1,0,1,400,0,0,416,1,2
241300282,0,1,1,0,0,0,0,0,2,1,6,7,4,2,4,3,2,0,4,2902,0,0,1147,505,1
241300292,0,1,4,0,0,0,0,1,4,2,6,7,3,2,2,1,2,1,5,75234,8500,744,4366,1333,1
241300312,0,2,1,1,0,0,0,0,1,1,22,11,5,4,3,1,1,0,1,20450,0,0,575,20,2
241300322,0,1,1,1,0,0,0,0,1,1,1,6,5,3,3,1,1,1,2,27990,3000,0,2045,761,1
241300332,0,2,2,1,0,0,0,0,1,2,1,6,5,3,2,1,1,1,4,46900,1000,400,2441,639,1
241300372,0,1,1,1,0,0,0,0,2,1,19,4,5,3,3,1,1,0,2,72670,0,0,2184,107,1
241300382,0,1,1,0,0,0,0,0,4,1,6,1,3,1,1,3,3,0,4,11049,0,0,2769,518,1
241900231,0,1,6,0,0,0,0,0,4,2,22,11,5,4,2,1,1,1,8,27490,1060,845,5173,1035,2
241900251,0,1,3,0,0,0,0,1,4,2,22,11,5,4,2,1,1,0,8,39558,0,0,3680,737,2
